originregion,destinationregion,remshare_reg,ypc_orig_reg,ypc_dest_reg,ypc_ratio_reg,remcost_reg,log_remshare_reg,OrigCategorical,DestCategorical,residual_ratio,residual_dest,exp_residual
FSU,SAS,2.110496044892776,2.1325937836729016,1.9968099650905855,-0.1357838185823158,0.04824421370116481,0.7469230122243397,FSU,SAS,2.2184532410469835,2.218453241047076,9.193100352855941
FSU,EEU,0.11665652859160185,2.132593783672902,2.222378756982164,0.08978497330926183,0.07308023255813956,-2.148521314728889,FSU,EEU,-0.5541857925216753,-0.5541857925215155,0.5745398654622134
FSU,MAF,0.12804767144910903,2.1325937836729016,2.10836334114454,-0.02423044252836177,0.04824421370116481,-2.0553526512023836,FSU,MAF,-0.40764375875976633,-0.4076437587597077,0.6652158139234441
FSU,WEU,0.05000112443901429,2.1325937836729034,2.3680157155117274,0.23542193183882393,0.057627142326489314,-2.995709785026574,FSU,WEU,-1.026118929090038,-1.0261189290900026,0.35839522212665786
FSU,SSA,0.0961752609566257,2.132593783672904,1.9474481570859041,-0.18514562658699957,0.04824421370116481,-2.3415831169954897,FSU,SSA,-0.9480110609844248,-0.9480110609843182,0.3875109932226041
FSU,SIS,0.10297585972843058,2.132593783672904,2.156847308041106,0.024253524368201763,0.04824421370116481,-2.2732606897904444,FSU,SIS,-0.5489800180168118,-0.5489800180167657,0.577538589013032
FSU,LAM,0.11968662497647799,2.1325937836729016,2.189153618600504,0.05655983492760177,0.04824421370116481,-2.122878410535386,FSU,LAM,-0.34757568257501337,-0.34757568257497784,0.7063985498452011
FSU,FSU,0.15859383447149916,2.1325937836729025,2.1325937836729008,-1.6653345369377362e-15,0.015437693247719318,-1.8414088452438453,FSU,FSU,0.15292497384296833,0.1529249738428493,1.1652375523675558
FSU,ANZ,0.04458562837764585,2.1325937836729016,2.3782544232106075,0.2456606395377064,0.04824421370116481,-3.110343705569619,FSU,ANZ,-1.0363899799957323,-1.0363899799957466,0.35473296635913903
FSU,MDE,0.06447228866709359,2.132593783672902,2.2648764957683984,0.13228271209549627,0.04824421370116481,-2.7415197805674563,FSU,MDE,-0.846626272150143,-0.8466262721501288,0.4288593487726859
FSU,CAM,0.10016063927763094,2.132593783672901,2.1518801099568043,0.019286326283903157,0.04824421370116481,-2.3009799890865104,FSU,CAM,-0.584544120862402,-0.5845441208623541,0.557359892651288
FSU,SEA,0.07962131047696393,2.132593783672902,2.1247271500993876,-0.007866633573514642,0.04824421370116481,-2.530473502402438,FSU,SEA,-0.8569208919534428,-0.8569208919533877,0.42446705213091285
FSU,CAN,0.043786759920391945,2.1325937836729016,2.37165688175887,0.23906309808596826,0.04824421370116481,-3.1284237922195914,FSU,CAN,-1.0648897067969973,-1.0648897067970133,0.3447658780033004
FSU,CHI,0.0974645106352909,2.1325937836729016,2.276561468341494,0.14396768466859292,0.04824421370116481,-2.3282669607242394,FSU,CHI,-0.4149191219658346,-0.41491912196582215,0.6603936898885523
FSU,JPK,0.022066723150742085,2.1325937836729016,2.344845494809531,0.21225171113662944,0.04824421370116481,-3.813684545009257,FSU,JPK,-1.792494263867837,-1.7924942638678423,0.16654424587594824
FSU,USA,0.04359697660288653,2.1325937836729016,2.3973736443904943,0.2647798607175925,0.04683178667231105,-3.132767475002045,FSU,USA,-1.0153425696302216,-1.0153425696302536,0.3622783030283618
